SKU,Tên,Hãng,Nhóm,Series,KíchThước,PN,VậtLiệu,Giá,LinkẢnh,GhiChú
FL-NARPEXTYPEMCECM,N-Arpex Type MCECM,Flender Germany,Khớp nối đĩa,N-Arpex Type MCECM,,,,,,
FL-NARPEXTYPEMFEFM,N-Arpex Type MFEFM,Flender Germany,Khớp nối đĩa,N-Arpex Type MFEFM,,,,,,
FL-ARPEXTYPEXVVXVF,Arpex Type XVV/XVF,Flender Germany,Khớp nối đĩa,Arpex Type XVV/XVF,,,,,,
FL-ARPEXTYPEBVBBVF,Arpex Type BVB/BVF,Flender Germany,Khớp nối đĩa,Arpex Type BVB/BVF,,,,,,
FL-ARPEXTYPEMHMMH,Arpex Type MHM/MH,Flender Germany,Khớp nối đĩa,Arpex Type MHM/MH,,,,,,
FL-ARPEXTYPEH,Arpex Type H,Flender Germany,Khớp nối đĩa,Arpex Type H,,,,,,
FL-SNN,SNN,Flender Germany,Khớp nối encoder,SNN,,,,,,
FL-SGS,SGS,Flender Germany,Khớp nối encoder,SGS,,,,,,
FL-SGGMINIATURESERIES,SGG Miniature Series,Flender Germany,Khớp nối encoder,SGG Miniature Series,,,,,,
FL-SGGSTANDARDSERIES,SGG Standard Series,Flender Germany,Khớp nối encoder,SGG Standard Series,,,,,,
FL-SGGAMINIATURESERIE,SGG-A Miniature Series,Flender Germany,Khớp nối encoder,SGG-A Miniature Series,,,,,,
FL-SGGASTANDARDSERIES,SGG-A Standard Series,Flender Germany,Khớp nối encoder,SGG-A Standard Series,,,,,,
FL-SHHMINIATURESERIES,SHH Miniature Series,Flender Germany,Khớp nối encoder,SHH Miniature Series,,,,,,
FL-SHHSTANDARDSERIES,SHH Standard Series,Flender Germany,Khớp nối encoder,SHH Standard Series,,,,,,
FL-SKKMINIATURESERIES,SKK Miniature Series,Flender Germany,Khớp nối encoder,SKK Miniature Series,,,,,,
FL-SKKSTANDARDSERIES,SKK Standard Series,Flender Germany,Khớp nối encoder,SKK Standard Series,,,,,,
FL-SIISTANDARDSERIES,SII Standard Series,Flender Germany,Khớp nối encoder,SII Standard Series,,,,,,
FL-SHHW,SHH-W,Flender Germany,Khớp nối encoder,SHH-W,,,,,,
FL-ZAPEXXN,Zapex XN Type XNN,Flender Germany,Khớp nối răng,Zapex XN,,,,,,
FL-ZAPEXXN-2,Zapex XN Type XNNA,Flender Germany,Khớp nối răng,Zapex XN,,,,,,
FL-ZAPEXXN-3,Zapex XN Type XNZS,Flender Germany,Khớp nối răng,Zapex XN,,,,,,
FL-ZAPEXXN-4,Zapex XN Type XNZA,Flender Germany,Khớp nối răng,Zapex XN,,,,,,
FL-ZAPEXXN-5,Zapex XN Type XNBG,Flender Germany,Khớp nối răng,Zapex XN,,,,,,
FL-ZAPEXXW,ZAPEX XW Type XWN,Flender Germany,Khớp nối răng,Zapex XW,,,,,,
FL-ZAPEXXW-2,ZAPEX XW Type XWNA,Flender Germany,Khớp nối răng,Zapex XW,,,,,,
FL-ZAPEXXW-3,ZAPEX XW Type XWZS,Flender Germany,Khớp nối răng,Zapex XW,,,,,,
FL-ZAPEXXW-4,ZAPEX XW Type XWZA,Flender Germany,Khớp nối răng,Zapex XW,,,,,,
FL-ZAPEXXW-5,ZAPEX XW Type XWBG,Flender Germany,Khớp nối răng,Zapex XW,,,,,,
FL-ZAPEXXW-6,ZAPEX XW Type XWB,Flender Germany,Khớp nối răng,Zapex XW,,,,,,
FL-ZAPEXXW-7,ZAPEX XW Type XWH,Flender Germany,Khớp nối răng,Zapex XW,,,,,,
FL-ZAPEXXW-8,ZAPEX XW Type XWNV,Flender Germany,Khớp nối răng,Zapex XW,,,,,,
FL-ZAPEXXW-9,ZAPEX XW Type ZZW,Flender Germany,Khớp nối răng,Zapex XW,,,,,,
FL-ZAPEXXW-10,ZAPEX XW Type ZBR,Flender Germany,Khớp nối răng,Zapex XW,,,,,,
FL-ZAPEXXW-11,ZAPEX XW Type ZWS,Flender Germany,Khớp nối răng,Zapex XW,,,,,,
FL-ZAPEXXW-12,ZAPEX XW Type ZWSE,Flender Germany,Khớp nối răng,Zapex XW,,,,,,
FL-ZAPEXXW-13,ZAPEX XW Type ZWTR,Flender Germany,Khớp nối răng,Zapex XW,,,,,,
FL-ELPEXB,ELPEX-B,Flender Germany,Khớp nối bánh xe,ELPEX-B,,,,,,
FL-FLUDEXFASERIES,FLUDEX FA Series,Flender Germany,Khớp nối thuỷ lực,FLUDEX FA Series,,,,,,
FL-FLUDEXFGSERIES,FLUDEX FG Series,Flender Germany,Khớp nối thuỷ lực,FLUDEX FG Series,,,,,,
FL-FLUDEXFNSERIES,FLUDEX FN Series,Flender Germany,Khớp nối thuỷ lực,FLUDEX FN Series,,,,,,
FL-FLUDEXFVSERIES,FLUDEX FV Series,Flender Germany,Khớp nối thuỷ lực,FLUDEX FV Series,,,,,,
FL-FLENDERHYDRAULICCO,Flender Hydraulic Couplings Spare Parts,Flender Germany,Phụ kiện khớp nối thuỷ lực,Flender Hydraulic Couplings Spare Parts,,,,,,
FL-ARPEXARV,ARPEX ARV,Flender Germany,Khớp nối điện gió,ARPEX ARV,,,,,,
FL-ARPEXGIGA,ARPEX GIGA,Flender Germany,Khớp nối điện gió,ARPEX GIGA,,,,,,
TBW-SUREFLEX,Sure-Flex,TB Woods USA,Cao su giảm chấn,Sure-Flex,,,,,,
TBW-TBWOODSSUREFLEX,TB Woods Sure-Flex,TB Woods USA,Khớp nối linh hoạt,TB Woods Sure-Flex,,,,,,
MAG-MAGNALOY,Magnaloy,Magnaloy USA,Cao su giảm chấn,Magnaloy,,,,,,
MAG-MAGNALOY-2,Magnaloy,Magnaloy USA,Khớp nối linh hoạt,Magnaloy,,,,,,
FEN-CAOSUBANHXEFENAFLE,Cao su bánh xe Fenaflex (F),Fenner,Cao su giảm chấn,Cao su bánh xe Fenaflex (F),,,,,,
FEN-HRC,HRC,Fenner,Khớp nối linh hoạt,HRC,,,,,,
FEN-L,L,Fenner,Khớp nối linh hoạt,L,,,,,,
FEN-KHOPNOICUNGFENNER,Khớp nối cứng Fenner,Fenner,Khớp nối cứng,Khớp nối cứng Fenner,,,,,,
FEN-FENAFLEXF,Fenaflex (F),Fenner,Khớp nối bánh xe,Fenaflex (F),,,,,,
FEN-DAYCUROAFENNERCLAS,Dây Curoa Fenner Classic,Fenner,Dây curoa,Dây Curoa Fenner Classic,,,,,,
FEN-DAYCUROAFENNERQUAT,Dây Curoa Fenner Quattro Plus CRE,Fenner,Dây curoa,Dây Curoa Fenner Quattro Plus CRE,,,,,,
FEN-DAYCUROAFENNERPLUS,Dây Curoa Fenner Plus CRE,Fenner,Dây curoa,Dây Curoa Fenner Plus CRE,,,,,,
FEN-DAYCUROAFENNERPOWE,Dây Curoa Fenner Power Plus K,Fenner,Dây curoa,Dây Curoa Fenner Power Plus K,,,,,,
FEN-DAYCUROAFENNERPOWE-2,Dây Curoa Fenner Power Plus,Fenner,Dây curoa,Dây Curoa Fenner Power Plus,,,,,,
REN-CAOSUPM,Cao su PM,Renold USA,Cao su giảm chấn,Cao su PM,,,,,,
REN-KHOPNOIPM,Khớp nối PM,Renold USA,Khớp nối linh hoạt,Khớp nối PM,,,,,,
REN-XICHTAIRENOLDCHOXU,Xích Tải Renold Cho Xử Lý Nước Thải,Renold USA,Xích công nghiệp,Xích Tải Renold Cho Xử Lý Nước Thải,,,,,,
REN-XICHTAIRENOLDTIEUC,Xích Tải Renold Tiêu Chuẩn,Renold USA,Xích công nghiệp,Xích Tải Renold Tiêu Chuẩn,,,,,,
REN-CHUOIXICHKEOHANGNA,Chuỗi Xích Kéo Hạng Nặng Renold,Renold USA,Xích công nghiệp,Chuỗi Xích Kéo Hạng Nặng Renold,,,,,,
REN-XICHBANGTAITHEPREN,Xích Băng Tải Thép Renold,Renold USA,Xích công nghiệp,Xích Băng Tải Thép Renold,,,,,,
RXN-CAOSUWRAPFLEX,Cao su Wrapflex,Rexnord USA,Cao su giảm chấn,Cao su Wrapflex,,,,,,
RXN-KHOPNOIWRAPFLEX,Khớp nối Wrapflex,Rexnord USA,Khớp nối linh hoạt,Khớp nối Wrapflex,,,,,,
WJ-MAXDYNAMICSTANDARD,Max Dynamic Standard D/DS,Woojin Korea,Khớp nối linh hoạt,Max Dynamic Standard D/DS,,,,,,
WJ-MAXDYNAMICSPACER,Max Dynamic Spacer,Woojin Korea,Khớp nối linh hoạt,Max Dynamic Spacer,,,,,,
WJ-MAXDYNAMICHS,Max Dynamic HS,Woojin Korea,Khớp nối linh hoạt,Max Dynamic HS,,,,,,
WJ-MAXDYNAMICHT,Max Dynamic HT,Woojin Korea,Khớp nối linh hoạt,Max Dynamic HT,,,,,,
PTI-PTIPF,PTI PF,PTI Korea,Khớp nối bulong đai ốc,PTI PF,,,,,,
PTI-PS400S,PS4-00S,PTI Korea,Khớp nối đĩa,PS4-00S,,,,,,
PTI-P400D,P4-00D,PTI Korea,Khớp nối đĩa,P4-00D,,,,,,
PTI-MARKAPI610,Mark API610,PTI Korea,Khớp nối đĩa,Mark API610,,,,,,
PTI-DHPPG20PGL20,DHP-PG20/PGL20,PTI Korea,Khớp nối răng,DHP-PG20/PGL20,,,,,,
PTI-DHPPG52PGL52,DHP-PG52/PGL52,PTI Korea,Khớp nối răng,DHP-PG52/PGL52,,,,,,
PTI-DHPPG32,DHP-PG32,PTI Korea,Khớp nối răng,DHP-PG32,,,,,,
PTI-DHPPG52F,DHP-PG52F,PTI Korea,Khớp nối răng,DHP-PG52F,,,,,,
PTI-DHPPSSPCCJIS,DHP-PSS/PCC (JIS),PTI Korea,Khớp nối răng,DHP-PSS/PCC (JIS),,,,,,
PTI-DHPPSEPCEJIS,DHP-PSE/PCE (JIS),PTI Korea,Khớp nối răng,DHP-PSE/PCE (JIS),,,,,,
PTI-DHPT10,DHP T10,PTI Korea,Khớp nối lò xo,DHP T10,,,,,,
PTI-DHPT20,DHP T20,PTI Korea,Khớp nối lò xo,DHP T20,,,,,,
PTI-DHPT31,DHP T31,PTI Korea,Khớp nối lò xo,DHP T31,,,,,,
KBK-KBKKB1,KBK KB1,KBK Germany,Khớp nối encoder,KBK KB1,,,,,,
KBK-KBKKB1P,KBK KB1P,KBK Germany,Khớp nối encoder,KBK KB1P,,,,,,
KBK-KBKKB2,KBK KB2,KBK Germany,Khớp nối encoder,KBK KB2,,,,,,
KBK-KBKKB2H,KBK KB2H,KBK Germany,Khớp nối encoder,KBK KB2H,,,,,,
KBK-KBKKB2P,KBK KB2P,KBK Germany,Khớp nối encoder,KBK KB2P,,,,,,
KBK-KBKKB2VA,KBK KB2VA,KBK Germany,Khớp nối encoder,KBK KB2VA,,,,,,
KBK-KBKKB3,KBK KB3,KBK Germany,Khớp nối encoder,KBK KB3,,,,,,
KBK-KBKKB3P,KBK KB3P,KBK Germany,Khớp nối encoder,KBK KB3P,,,,,,
KBK-KBKKB4,KBK KB4,KBK Germany,Khớp nối encoder,KBK KB4,,,,,,
KBK-KBKKB4AL,KBK KB4AL,KBK Germany,Khớp nối encoder,KBK KB4AL,,,,,,
KBK-KBKKB4C,KBK KB4C,KBK Germany,Khớp nối encoder,KBK KB4C,,,,,,
KBK-KBKKB4F,KBK KB4F,KBK Germany,Khớp nối encoder,KBK KB4F,,,,,,
KBK-KBKKB4FA,KBK KB4FA,KBK Germany,Khớp nối encoder,KBK KB4FA,,,,,,
KBK-KBKKB4H,KBK KB4H,KBK Germany,Khớp nối encoder,KBK KB4H,,,,,,
KBK-KBKKB4HC,KBK KB4HC,KBK Germany,Khớp nối encoder,KBK KB4HC,,,,,,
KBK-KBKKB4K,KBK KB4K,KBK Germany,Khớp nối encoder,KBK KB4K,,,,,,
KBK-KBKKB4LV,KBK KB4LV,KBK Germany,Khớp nối encoder,KBK KB4LV,,,,,,
KBK-KBKKB4P,KBK KB4P,KBK Germany,Khớp nối encoder,KBK KB4P,,,,,,
KBK-KBKKB4VA,KBK KB4VA,KBK Germany,Khớp nối encoder,KBK KB4VA,,,,,,
KBK-KBKKB5,KBK KB5,KBK Germany,Khớp nối encoder,KBK KB5,,,,,,
KBK-KBKKB6,KBK KB6,KBK Germany,Khớp nối encoder,KBK KB6,,,,,,
KBK-KBKKB6P,KBK KB6P,KBK Germany,Khớp nối encoder,KBK KB6P,,,,,,
KBK-KBKKB7,KBK KB7,KBK Germany,Khớp nối encoder,KBK KB7,,,,,,
KBK-KBKKB8,KBK KB8,KBK Germany,Khớp nối encoder,KBK KB8,,,,,,
KBK-KBKKB8P,KBK KB8P,KBK Germany,Khớp nối encoder,KBK KB8P,,,,,,
KBK-KBKKBFH,KBK KBFH,KBK Germany,Khớp nối encoder,KBK KBFH,,,,,,
KBK-KBKKBFK,KBK KBFK,KBK Germany,Khớp nối encoder,KBK KBFK,,,,,,
KBK-KBKKBE1,KBK KBE1,KBK Germany,Khớp nối servo,KBK KBE1,,,,,,
KBK-KBKKBE2,KBK KBE2,KBK Germany,Khớp nối servo,KBK KBE2,,,,,,
KBK-KBKKBE2C,KBK KBE2C,KBK Germany,Khớp nối servo,KBK KBE2C,,,,,,
KBK-KBKKBE2D,KBK KBE2D,KBK Germany,Khớp nối servo,KBK KBE2D,,,,,,
KBK-KBKKBE2HC,KBK KBE2HC,KBK Germany,Khớp nối servo,KBK KBE2HC,,,,,,
KBK-KBKKBE2H,KBK KBE2H,KBK Germany,Khớp nối servo,KBK KBE2H,,,,,,
KBK-KBKKBE3,KBK KBE3,KBK Germany,Khớp nối servo,KBK KBE3,,,,,,
KBK-KBKKBE3C,KBK KBE3C,KBK Germany,Khớp nối servo,KBK KBE3C,,,,,,
KBK-KBKKBE4,KBK KBE4,KBK Germany,Khớp nối servo,KBK KBE4,,,,,,
KBK-KBST,KBST,KBK Germany,Khớp nối cứng,KBST,,,,,,
KBK-KBSTG,KBST-G,KBK Germany,Khớp nối cứng,KBST-G,,,,,,
KBK-KBSTVA,KBST-VA,KBK Germany,Khớp nối cứng,KBST-VA,,,,,,
KBK-KBSTGVA,KBST-G-VA,KBK Germany,Khớp nối cứng,KBST-G-VA,,,,,,
KBK-KBKBAA,KBK BAA,KBK Germany,Khớp nối bảo vệ quá tải,KBK BAA,,,,,,
KBK-KBKBAI,KBK BAI,KBK Germany,Khớp nối bảo vệ quá tải,KBK BAI,,,,,,
KBK-KBKBAK,KBK BAK,KBK Germany,Khớp nối bảo vệ quá tải,KBK BAK,,,,,,
KBK-KBKBHH,KBK BHH,KBK Germany,Khớp nối bảo vệ quá tải,KBK BHH,,,,,,
KBK-KBKBIA,KBK BIA,KBK Germany,Khớp nối bảo vệ quá tải,KBK BIA,,,,,,
KBK-KBKBII,KBK BII,KBK Germany,Khớp nối bảo vệ quá tải,KBK BII,,,,,,
KBK-KBKBIK,KBK BIK,KBK Germany,Khớp nối bảo vệ quá tải,KBK BIK,,,,,,
KBK-KBKBKA,KBK BKA,KBK Germany,Khớp nối bảo vệ quá tải,KBK BKA,,,,,,
KBK-KBKBKI,KBK BKI,KBK Germany,Khớp nối bảo vệ quá tải,KBK BKI,,,,,,
KBK-KBKBKK,KBK BKK,KBK Germany,Khớp nối bảo vệ quá tải,KBK BKK,,,,,,
KBK-KBKBKPA,KBK BKPA,KBK Germany,Khớp nối bảo vệ quá tải,KBK BKPA,,,,,,
KBK-KBKBKPI,KBK BKPI,KBK Germany,Khớp nối bảo vệ quá tải,KBK BKPI,,,,,,
KBK-KBKBKPK,KBK BKPK,KBK Germany,Khớp nối bảo vệ quá tải,KBK BKPK,,,,,,
KBK-KBKCA,KBK CA,KBK Germany,Khớp nối bảo vệ quá tải,KBK CA,,,,,,
KBK-KBKCI,KBK CI,KBK Germany,Khớp nối bảo vệ quá tải,KBK CI,,,,,,
KBK-KBKCK,KBK CK,KBK Germany,Khớp nối bảo vệ quá tải,KBK CK,,,,,,
KBK-KBKCP,KBK CP,KBK Germany,Khớp nối bảo vệ quá tải,KBK CP,,,,,,
KBK-KBKEAA,KBK EAA,KBK Germany,Khớp nối bảo vệ quá tải,KBK EAA,,,,,,
KBK-KBKEAI,KBK EAI,KBK Germany,Khớp nối bảo vệ quá tải,KBK EAI,,,,,,
KBK-KBKEAK,KBK EAK,KBK Germany,Khớp nối bảo vệ quá tải,KBK EAK,,,,,,
KBK-KBKEAP,KBK EAP,KBK Germany,Khớp nối bảo vệ quá tải,KBK EAP,,,,,,
KBK-KBKEHH,KBK EHH,KBK Germany,Khớp nối bảo vệ quá tải,KBK EHH,,,,,,
KBK-KBKEKA,KBK EKA,KBK Germany,Khớp nối bảo vệ quá tải,KBK EKA,,,,,,
KBK-KBKEKI,KBK EKI,KBK Germany,Khớp nối bảo vệ quá tải,KBK EKI,,,,,,
KBK-KBKEKK,KBK EKK,KBK Germany,Khớp nối bảo vệ quá tải,KBK EKK,,,,,,
KBK-KBKEKP,KBK EKP,KBK Germany,Khớp nối bảo vệ quá tải,KBK EKP,,,,,,
KBK-KBKEPA,KBK EPA,KBK Germany,Khớp nối bảo vệ quá tải,KBK EPA,,,,,,
KBK-KBKEPI,KBK EPI,KBK Germany,Khớp nối bảo vệ quá tải,KBK EPI,,,,,,
KBK-KBKEPK,KBK EPK,KBK Germany,Khớp nối bảo vệ quá tải,KBK EPK,,,,,,
KBK-KBKEPP,KBK EPP,KBK Germany,Khớp nối bảo vệ quá tải,KBK EPP,,,,,,
KBK-KBKLA,KBK LA,KBK Germany,Khớp nối bảo vệ quá tải,KBK LA,,,,,,
KBK-KBKLI,KBK LI,KBK Germany,Khớp nối bảo vệ quá tải,KBK LI,,,,,,
KBK-KBKLK,KBK LK,KBK Germany,Khớp nối bảo vệ quá tải,KBK LK,,,,,,
KBK-KBKLLA,KBK LLA,KBK Germany,Khớp nối bảo vệ quá tải,KBK LLA,,,,,,
KBK-KBKLLI,KBK LLI,KBK Germany,Khớp nối bảo vệ quá tải,KBK LLI,,,,,,
KBK-KBKLLK,KBK LLK,KBK Germany,Khớp nối bảo vệ quá tải,KBK LLK,,,,,,
KBK-KBKLLP,KBK LLP,KBK Germany,Khớp nối bảo vệ quá tải,KBK LLP,,,,,,
KBK-KBKLP,KBK LP,KBK Germany,Khớp nối bảo vệ quá tải,KBK LP,,,,,,
ITG-SERIES38IG,Series 38-IG,Italgiunti Italy,Khớp nối cardan,Series 38-IG,,,,,,
ITG-SERIES58710,Series 587.10,Italgiunti Italy,Khớp nối cardan,Series 587.10,,,,,,
ITG-SERIES58715,Series 587.15,Italgiunti Italy,Khớp nối cardan,Series 587.15,,,,,,
ITG-SERIES58720,Series 587.20,Italgiunti Italy,Khớp nối cardan,Series 587.20,,,,,,
ITG-SERIES58730,Series 587.30,Italgiunti Italy,Khớp nối cardan,Series 587.30,,,,,,
ITG-SERIES58735,Series 587.35,Italgiunti Italy,Khớp nối cardan,Series 587.35,,,,,,
ITG-SERIES58742,Series 587.42,Italgiunti Italy,Khớp nối cardan,Series 587.42,,,,,,
ITG-SERIES58748,Series 587.48,Italgiunti Italy,Khớp nối cardan,Series 587.48,,,,,,
ITG-SERIES58750,Series 587.50,Italgiunti Italy,Khớp nối cardan,Series 587.50,,,,,,
ITG-SERIES58755,Series 587.55,Italgiunti Italy,Khớp nối cardan,Series 587.55,,,,,,
ITG-SERIES1140,Series 1140,Italgiunti Italy,Khớp nối cardan,Series 1140,,,,,,
ITG-SERIES1310,Series 1310,Italgiunti Italy,Khớp nối cardan,Series 1310,,,,,,
ITG-SERIES1410,Series 1410,Italgiunti Italy,Khớp nối cardan,Series 1410,,,,,,
ITG-SERIES2020,Series 2020,Italgiunti Italy,Khớp nối cardan,Series 2020,,,,,,
ITG-SERIES2030,Series 2030,Italgiunti Italy,Khớp nối cardan,Series 2030,,,,,,
ITG-SERIES2035,Series 2035,Italgiunti Italy,Khớp nối cardan,Series 2035,,,,,,
ITG-SERIES2040,Series 2040,Italgiunti Italy,Khớp nối cardan,Series 2040,,,,,,
ITG-SERIES2045,Series 2045,Italgiunti Italy,Khớp nối cardan,Series 2045,,,,,,
ITG-SERIES2060,Series 2060,Italgiunti Italy,Khớp nối cardan,Series 2060,,,,,,
WCH-TYPE100,Type 100,Wichmann Germany,Khớp nối cardan,Type 100,,,,,,
WCH-TYPE105,Type 105,Wichmann Germany,Khớp nối cardan,Type 105,,,,,,
WCH-TYPE110,Type 110,Wichmann Germany,Khớp nối cardan,Type 110,,,,,,
WCH-TYPE130,Type 130,Wichmann Germany,Khớp nối cardan,Type 130,,,,,,
WCH-TYPE135,Type 135,Wichmann Germany,Khớp nối cardan,Type 135,,,,,,
WCH-TYPE160,Type 160,Wichmann Germany,Khớp nối cardan,Type 160,,,,,,
WCH-TYPE220,Type 220,Wichmann Germany,Khớp nối cardan,Type 220,,,,,,
HEN-AHHVVHYDRO,AHHVV Hydro,Henfel-Ringfeder Brazil,Khớp nối thuỷ lực,AHHVV Hydro,,,,,,
HEN-HDFB,HDFB,Henfel-Ringfeder Brazil,Khớp nối thuỷ lực,HDFB,,,,,,
HEN-HLER,HLE-R,Henfel-Ringfeder Brazil,Khớp nối thuỷ lực,HLE-R,,,,,,
HEN-HLERRA,HLE-RRA,Henfel-Ringfeder Brazil,Khớp nối thuỷ lực,HLE-RRA,,,,,,
HEN-HCPWITHPULLEY,HCP With Pulley,Henfel-Ringfeder Brazil,Khớp nối thuỷ lực,HCP With Pulley,,,,,,
HEN-HCPRR,HCP-RR,Henfel-Ringfeder Brazil,Khớp nối thuỷ lực,HCP-RR,,,,,,
HEN-HFFR,HFF-R,Henfel-Ringfeder Brazil,Khớp nối thuỷ lực,HFF-R,,,,,,
HEN-HFFRRA,HFF-RRA,Henfel-Ringfeder Brazil,Khớp nối thuỷ lực,HFF-RRA,,,,,,
HEN-HFBWITHFLANGE,HFB With Flange,Henfel-Ringfeder Brazil,Khớp nối thuỷ lực,HFB With Flange,,,,,,
HEN-HFBR,HFB-R,Henfel-Ringfeder Brazil,Khớp nối thuỷ lực,HFB-R,,,,,,
HEN-HFFRR,HFF-RR,Henfel-Ringfeder Brazil,Khớp nối thuỷ lực,HFF-RR,,,,,,
HEN-HFBRR,HFB-RR,Henfel-Ringfeder Brazil,Khớp nối thuỷ lực,HFB-RR,,,,,,
HEN-HFBRRA,HFB-RRA,Henfel-Ringfeder Brazil,Khớp nối thuỷ lực,HFB-RRA,,,,,,
HEN-HLFR,HLF-R,Henfel-Ringfeder Brazil,Khớp nối thuỷ lực,HLF-R,,,,,,
HEN-HLFRR,HLF-RR,Henfel-Ringfeder Brazil,Khớp nối thuỷ lực,HLF-RR,,,,,,
HEN-HLFPREPAREFORBRAKE,HLF Prepare For Brake,Henfel-Ringfeder Brazil,Khớp nối thuỷ lực,HLF Prepare For Brake,,,,,,
HEN-PHANHDIADIENTUHENF,Phanh Đĩa Điện Từ Henfel-Ringfeder FH-16E/FH-21E,Henfel-Ringfeder Brazil,Phanh công nghiệp,Phanh Đĩa Điện Từ Henfel-Ringfeder FH-16E/FH-21E,,,,,,
ETP-ETPOCTOPUS,ETP-Octopus,ETP Sweden,Khớp khoá trục,ETP-Octopus,,,,,,
ETP-ETPHYLOC,ETP-Hyloc,ETP Sweden,Khớp khoá trục,ETP-Hyloc,,,,,,
ETP-ETPMINI,ETP-Mini,ETP Sweden,Khớp khoá trục,ETP-Mini,,,,,,
ETP-ETPCLASSIC,ETP-Classic,ETP Sweden,Khớp khoá trục,ETP-Classic,,,,,,
ETP-ETPPOWER,ETP-Power,ETP Sweden,Khớp khoá trục,ETP-Power,,,,,,
ETP-ETPTECHNO,ETP-Techno,ETP Sweden,Khớp khoá trục,ETP-Techno,,,,,,
ETP-ETPEXPRESS,ETP-Express,ETP Sweden,Khớp khoá trục,ETP-Express,,,,,,
MAV-MAV1261,MAV 1261,MAV Italy,Khớp khoá trục,MAV 1261,,,,,,
MAV-MAV1071,MAV 1071,MAV Italy,Khớp khoá trục,MAV 1071,,,,,,
MAV-MAV4005,MAV 4005,MAV Italy,Khớp khoá trục,MAV 4005,,,,,,
MAV-MAV3505,MAV 3505,MAV Italy,Khớp khoá trục,MAV 3505,,,,,,
MAV-MAV1072,MAV 1072,MAV Italy,Khớp khoá trục,MAV 1072,,,,,,
MAV-MAV5061,MAV 5061,MAV Italy,Khớp khoá trục,MAV 5061,,,,,,
MAV-MAV2500,MAV 2500,MAV Italy,Khớp khoá trục,MAV 2500,,,,,,
MAV-MAV1062,MAV 1062,MAV Italy,Khớp khoá trục,MAV 1062,,,,,,
MAV-MAV2005,MAV 2005,MAV Italy,Khớp khoá trục,MAV 2005,,,,,,
MAV-MAV1061,MAV 1061,MAV Italy,Khớp khoá trục,MAV 1061,,,,,,
MAV-MAV3009,MAV 3009,MAV Italy,Thiết bị bóp trục,MAV 3009,,,,,,
MAV-MAV3008,MAV 3008,MAV Italy,Thiết bị bóp trục,MAV 3008,,,,,,
MAV-MAV2008,MAV 2008,MAV Italy,Thiết bị bóp trục,MAV 2008,,,,,,
HUC-HUCOLOOP,Huco Loop,HUCO UK,Khớp nối encoder,Huco Loop,,,,,,
RSP-IR,IR,Ringspann Germany,Vòng bi chống quay ngược,IR,,,,,,
RSP-FB,FB,Ringspann Germany,Vòng bi chống quay ngược,FB,,,,,,
RSP-FXN,FXN,Ringspann Germany,Vòng bi chống quay ngược,FXN,,,,,,
RSP-FAV,FAV,Ringspann Germany,Vòng bi chống quay ngược,FAV,,,,,,
RSP-FXM,FXM,Ringspann Germany,Vòng bi chống quay ngược,FXM,,,,,,
RSP-FA,FA,Ringspann Germany,Vòng bi chống quay ngược,FA,,,,,,
RSP-FGR,FGR,Ringspann Germany,Vòng bi chống quay ngược,FGR,,,,,,
TWF-FLOATINGCALIPERBRA,VKSD series,Twiflex Germany,Phanh công nghiệp,Floating caliper brakes,,,,,,
TWF-FLOATINGCALIPERBRA-2,VMS series,Twiflex Germany,Phanh công nghiệp,Floating caliper brakes,,,,,,
TWF-FIXEDCALIPERBRAKES,GMR Series Disc Brake Caliper,Twiflex Germany,Phanh công nghiệp,Fixed caliper brakes,,,,,,
TWF-FIXEDCALIPERBRAKES-2,GMX Series Disc Brake Caliper,Twiflex Germany,Phanh công nghiệp,Fixed caliper brakes,,,,,,
TWF-FIXEDCALIPERBRAKES-3,MR Series Disc Brake Caliper,Twiflex Germany,Phanh công nghiệp,Fixed caliper brakes,,,,,,
TWF-FIXEDCALIPERBRAKES-4,MS Series Disc Brake Caliper,Twiflex Germany,Phanh công nghiệp,Fixed caliper brakes,,,,,,
TWF-FIXEDCALIPERBRAKES-5,MU Series Disc Brake Caliper,Twiflex Germany,Phanh công nghiệp,Fixed caliper brakes,,,,,,
TWF-FIXEDCALIPERBRAKES-6,MX Series Disc Brake Caliper,Twiflex Germany,Phanh công nghiệp,Fixed caliper brakes,,,,,,
TWF-FIXEDCALIPERBRAKES-7,T20 Series Disc Brake Caliper,Twiflex Germany,Phanh công nghiệp,Fixed caliper brakes,,,,,,
TWF-FIXEDCALIPERBRAKES-8,T2 Series Disc Brake Caliper,Twiflex Germany,Phanh công nghiệp,Fixed caliper brakes,,,,,,
TWF-FIXEDCALIPERBRAKES-9,VH Series Disc Brake Caliper,Twiflex Germany,Phanh công nghiệp,Fixed caliper brakes,,,,,,
TWF-FIXEDCALIPERBRAKES-10,VKHD Series Disc Brake Caliper,Twiflex Germany,Phanh công nghiệp,Fixed caliper brakes,,,,,,
TWF-FIXEDCALIPERBRAKES-11,VMH Series Disc Brake Caliper,Twiflex Germany,Phanh công nghiệp,Fixed caliper brakes,,,,,,
TWF-FIXEDCALIPERBRAKES-12,T35 Top Drive Caliper Brake,Twiflex Germany,Phanh công nghiệp,Fixed caliper brakes,,,,,,
